key,name,teachers,students,type,LEVEL,NSLP,free_lunch,reduced_price_lunch,aided_lunch_total,direct_cert_total,GSLO,GSHI,PreK,K,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,Adult,UNG,NS,magnet,CHARTER,VIRTUAL,MZIP,MZIP4,PHONE,WEBSITE,CD,state,latitude,longitude,Elevation_m,Source
370240001037,Pollocksville Elementary,11.99,110,Regular School,Elementary,NSLPWOPRO,136,0,136,0,PK,06,12,17,20,19,19,22,18,12,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28573,0070,(252)224-8071,http://jonesnc.net/pes/,3703,NC,35.004879,-77.225351,6.93,3DEP 1/3 arc-second
370240001038,Trenton Elementary,17.25,158,Regular School,Elementary,NSLPWOPRO,207,0,207,0,PK,06,25,28,30,30,19,24,26,29,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28585,,(252)448-3441,http://www.jonesnc.net/tes/,3703,NC,35.065732000000004,-77.346981,8,3DEP 1/3 arc-second
370261000585,Kinston High,45,714,Regular School,High,NSLPWOPRO,698,0,698,0,09,12,0,0,0,0,0,0,0,0,0,0,208,186,172,148,0,0,0,No,No,NOTVIRTUAL,28501,1799,(252)527-8067,http://schools.lenoir.k12.nc.us/khs/,3703,NC,35.295731,-77.574687,23.42,3DEP 1/3 arc-second
370261000586,Northwest Elementary,30.5,437,Regular School,Elementary,NSLPWOPRO,496,0,496,0,KG,05,0,62,77,86,93,96,85,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28504,,(252)527-5143,http://schools.lenoir.k12.nc.us/northwest/,3703,NC,35.278395,-77.603292,24.82,3DEP 1/3 arc-second
370261000589,Rochelle Middle,25.75,450,Regular School,Middle,NSLPWOPRO,447,0,447,0,06,08,0,0,0,0,0,0,0,181,147,122,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28501,5240,(252)527-4290,http://rmsjrvikings.wordpress.com/,3703,NC,35.262665,-77.561285,23.71,3DEP 1/3 arc-second
370261000596,Southeast Elementary,27.6,178,Regular School,Elementary,NSLPWOPRO,225,0,225,0,KG,05,0,50,39,33,46,34,26,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28501,,(252)527-4210,http://schools.lenoir.k12.nc.us/southeast/,3703,NC,35.257794000000004,-77.570858,11.35,3DEP 1/3 arc-second
370261001086,Banks Elementary,35.39,454,Regular School,Elementary,NSLPWOPRO,558,0,558,0,PK,05,18,92,98,84,93,90,89,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28504,,(252)527-9470,http://schools.lenoir.k12.nc.us/banks/,3703,NC,35.281598,-77.67953800000001,28.79,3DEP 1/3 arc-second
370261001087,Contentnea-Savannah School,56.39,793,Regular School,Elementary,NSLPWOPRO,909,0,909,0,PK,08,40,79,81,99,89,97,98,131,99,99,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28501,,(252)527-8591,http://CSSK8.wordpress.com,3703,NC,35.314311000000004,-77.513277,21.6,3DEP 1/3 arc-second
370261001088,E B Frink Middle,30,503,Regular School,Middle,NSLPWOPRO,500,0,500,0,06,08,0,0,0,0,0,0,0,195,175,133,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28551,1441,(252)566-3326,http://schools.lenoir.k12.nc.us/ebfrink/,3703,NC,35.315092,-77.79305000000001,32.15,3DEP 1/3 arc-second
370261001089,La Grange Elementary,34.95,423,Regular School,Elementary,NSLPWOPRO,542,0,542,0,PK,05,47,75,80,78,85,82,98,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28551,1640,(252)566-4036,http://schools.lenoir.k12.nc.us/lagrange/,3703,NC,35.310512,-77.795246,33.51,3DEP 1/3 arc-second
370261001090,Moss Hill Elementary,31,399,Regular School,Elementary,NSLPWOPRO,453,0,453,0,KG,05,0,65,94,67,74,90,74,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28504,,(252)569-5071,http://schools.lenoir.k12.nc.us/mosshill/,3703,NC,35.195241,-77.75315,32.52,3DEP 1/3 arc-second
370261001091,North Lenoir High,52.5,901,Regular School,High,NSLPWOPRO,884,0,884,0,09,12,0,0,0,0,0,0,0,0,0,0,265,239,223,174,0,0,0,No,No,NOTVIRTUAL,28551,9801,(252)527-9184,http://schools.lenoir.k12.nc.us/nlhs/,3703,NC,35.341711000000004,-77.679325,35.37,3DEP 1/3 arc-second
370261001092,Pink Hill Elementary,30.47,398,Regular School,Elementary,NSLPWOPRO,488,0,488,0,PK,05,18,80,82,66,79,78,93,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28572,,(252)568-4176,http://schools.lenoir.k12.nc.us/pinkhill/,3703,NC,35.07851,-77.737038,44.68,3DEP 1/3 arc-second
370261001094,South Lenoir High,45.5,770,Regular School,High,NSLPWOPRO,755,0,755,0,09,12,0,0,0,0,0,0,0,0,0,0,217,178,225,150,0,0,0,No,No,NOTVIRTUAL,28525,,(252)568-6161,http://schools.lenoir.k12.nc.us/slhs/,3703,NC,35.145746,-77.70434300000001,30.94,3DEP 1/3 arc-second
370261001095,Southwood Elementary,21.7,277,Regular School,Elementary,NSLPWOPRO,325,0,325,0,KG,05,0,54,53,42,55,62,65,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28504,,(252)527-9081,http://schools.lenoir.k12.nc.us/southwood/,3703,NC,35.208002,-77.564598,21.97,3DEP 1/3 arc-second
370261001096,Woodington Middle,37,632,Regular School,Middle,NSLPWOPRO,616,0,616,0,06,08,0,0,0,0,0,0,0,223,202,207,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28504,,(252)527-9570,http://schools.lenoir.k12.nc.us/woodington/,3703,NC,35.159151,-77.63403600000001,38.31,3DEP 1/3 arc-second
370261001586,Lenoir County Learning Academy,10,61,Alternative School,Other,NSLPWOPRO,58,0,58,0,PK,12,0,0,0,1,1,1,0,2,7,16,13,10,3,7,0,0,0,No,No,NOTVIRTUAL,28504,,(252)527-4264,http://schools.lenoir.k12.nc.us/lcla/,3703,NC,35.25452,-77.693466,14.79,3DEP 1/3 arc-second
370261002831,Lenoir County Early College High,8.25,175,Regular School,High,NSLPWOPRO,201,0,201,0,09,13,0,0,0,0,0,0,0,0,0,0,42,45,40,48,0,0,0,No,No,NOTVIRTUAL,28502,,(252)233-6870,http://sites.google.com/a/lenoir.k12.nc.us/earlycollege/,3703,NC,35.235522,-77.572005,11.85,3DEP 1/3 arc-second
370261003143,Northeast Elementary,30.95,382,Regular School,Elementary,NSLPWOPRO,474,0,474,0,PK,05,18,77,73,81,77,82,69,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28501,3114,(252)527-4166,http://schools.lenoir.k12.nc.us/northeast/,3703,NC,35.280855,-77.561049,23.34,3DEP 1/3 arc-second
370331000380,Albert H Bangert Elementary,26,353,Regular School,Elementary,NSLPWOPRO,200,22,222,0,KG,05,0,79,68,76,64,63,82,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28562,4506,(252)514-6415,http://ahbangert.weebly.com/,3703,NC,35.083175000000004,-77.083419,4.4,3DEP 1/3 arc-second
370331000381,Bridgeton Elementary,32.23,338,Regular School,Elementary,NSLPWOPRO,227,31,258,0,PK,05,12,68,67,60,65,59,87,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28560,,(252)514-6425,http://teacherweb.craven.k12.nc.us/BES/,3703,NC,35.154579,-77.042214,2.55,3DEP 1/3 arc-second
370331000382,Graham A Barden Elementary,24.2,219,Regular School,Elementary,NSLPWOPRO,126,46,172,0,PK,05,25,51,52,56,36,37,38,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28532,2197,(252)444-5100,http://grahamabardenelementaryschool.weebly.com/,3703,NC,34.897614000000004,-76.916528,7.18,3DEP 1/3 arc-second
370331000383,H J MacDonald Middle,45.03,813,Regular School,Middle,NSLPWOPRO,411,80,491,0,06,08,0,0,0,0,0,0,0,311,265,237,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28562,2509,(252)514-6450,http://www.hjmacdonald.com,3703,NC,35.116973,-77.09861500000001,9.17,3DEP 1/3 arc-second
370331000384,Havelock High,67.76,1077,Regular School,High,NSLPWOPRO,328,76,404,0,09,12,0,0,0,0,0,0,0,0,0,0,300,248,282,247,0,0,0,No,No,NOTVIRTUAL,28532,1952,(252)444-5112,http://havelockhigh.weebly.com/,3703,NC,34.880481,-76.893569,8.51,3DEP 1/3 arc-second
370331000386,Havelock Middle,23.2,381,Regular School,Middle,NSLPWOPRO,185,40,225,0,06,08,0,0,0,0,0,0,0,138,134,109,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28532,1748,(252)444-5125,http://teacherweb.craven.k12.nc.us/HMS/home.html,3703,NC,34.877368000000004,-76.898309,7.77,3DEP 1/3 arc-second
370331000387,J T Barber Elementary,25.98,240,Regular School,Elementary,NSLPWOPRO,271,8,279,0,PK,05,17,49,46,46,50,50,48,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28560,3536,(252)514-6460,http://www.jtbarberelementaryschool.com/,3703,NC,35.118726,-77.063794,2.38,3DEP 1/3 arc-second
370331000388,New Bern High,95.2,1710,Regular School,High,NSLPWOPRO,664,88,752,0,09,12,0,0,0,0,0,0,0,0,0,0,488,439,410,373,0,0,0,No,No,NOTVIRTUAL,28562,9692,(252)514-6400,http://www.craven.k12.nc.us/NBH/,3703,NC,35.100523,-77.11550100000001,8.48,3DEP 1/3 arc-second
370331000392,West Craven Middle,45.31,751,Regular School,Middle,NSLPWOPRO,425,59,484,0,06,08,0,0,0,0,0,0,0,243,260,248,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28562,9399,(252)514-6488,http://teacherweb.craven.k12.nc.us/WCM/,3703,NC,35.217138,-77.15054500000001,5.15,3DEP 1/3 arc-second
370331002084,Tucker Creek Middle,28.43,492,Regular School,Middle,NSLPWOPRO,107,50,157,0,06,08,0,0,0,0,0,0,0,179,173,140,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28532,,(252)444-7200,http://www.craven.k12.nc.us/TCM/,3703,NC,34.929447,-76.93874100000001,8.63,3DEP 1/3 arc-second
370331002171,Brinson Memorial Elementary,48.98,583,Regular School,Elementary,NSLPWOPRO,289,50,339,0,KG,05,0,109,135,103,125,106,114,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28560,6812,(252)514-6431,http://teacherweb.craven.k12.nc.us/BME/,3703,NC,35.068031,-77.017483,8.21,3DEP 1/3 arc-second
370331002173,Vanceboro-Farm Life Elementary,42.3,509,Regular School,Elementary,NSLPWOPRO,413,50,463,0,PK,05,34,87,99,111,109,97,93,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28586,0098,(252)244-3215,http://teacherweb.craven.k12.nc.us/VFL/,3703,NC,35.307321,-77.14668400000001,10.05,3DEP 1/3 arc-second
370331002175,Havelock Elementary,25,295,Regular School,Elementary,NSLPWOPRO,214,38,252,0,KG,05,0,56,55,65,59,67,49,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28532,1908,(252)444-5106,http://teacherweb.craven.k12.nc.us/HES/,3703,NC,34.877494,-76.90036,7.51,3DEP 1/3 arc-second
370331002177,Oaks Road Elementary,32,353,Regular School,Elementary,NSLPWOPRO,332,37,369,0,KG,05,0,68,67,77,75,61,73,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28560,2834,(252)514-6475,http://oaksroadelementary.weebly.com/,3703,NC,35.127158,-77.065697,2.7,3DEP 1/3 arc-second
370331002178,Roger R Bell Elementary,24,302,Regular School,Elementary,NSLPWOPRO,192,36,228,0,KG,05,0,62,53,65,55,64,65,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28532,1634,(252)444-5133,http://teacherweb.craven.k12.nc.us/RBE/,3703,NC,34.881113,-76.880618,8.16,3DEP 1/3 arc-second
370331002179,Trent Park Elementary,29.84,343,Regular School,Elementary,NSLPWOPRO,250,53,303,0,KG,05,0,85,73,78,66,64,62,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28562,4400,(252)514-6481,http://www.trentparkelementary.com/,3703,NC,35.109395,-77.08037900000001,7.13,3DEP 1/3 arc-second
370331002180,West Craven High,58.2,981,Regular School,High,NSLPWOPRO,439,69,508,0,09,12,0,0,0,0,0,0,0,0,0,0,290,253,226,212,0,0,0,No,No,NOTVIRTUAL,28586,8353,(252)244-3200,http://teacherweb.craven.k12.nc.us/WCH/,3703,NC,35.237552,-77.137428,3.41,3DEP 1/3 arc-second
370331002181,Arthur W Edwards Elementary,43,505,Regular School,Elementary,NSLPWOPRO,135,136,271,0,KG,05,0,117,91,103,101,104,106,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28532,0189,(252)444-5140,http://www.craven.k12.nc.us/AWE/aweindex.html,3703,NC,34.910134,-76.92813600000001,8.11,3DEP 1/3 arc-second
370331002211,James W Smith Elementary,31.77,369,Regular School,Elementary,NSLPWOPRO,302,32,334,0,PK,05,27,72,76,70,72,78,73,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28523,9674,(252)514-6466,http://jameswsmith.weebly.com/,3703,NC,35.250142000000004,-77.28953200000001,11.52,3DEP 1/3 arc-second
370331002310,Ben D Quinn Elementary,30,369,Regular School,Elementary,NSLPWOPRO,159,33,192,0,PK,05,5,67,70,75,62,87,75,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28562,,(252)514-6420,http://teacherweb.craven.k12.nc.us/BDQ,3703,NC,35.091955,-77.128811,8.72,3DEP 1/3 arc-second
370331002311,Grover C Fields Middle,37.79,556,Regular School,Middle,NSLPWOPRO,196,38,234,0,06,08,0,0,0,0,0,0,0,192,174,190,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28560,4544,(252)514-6438,http://www.gcfmiddleschool.com/,3703,NC,35.109941,-77.07188000000001,6.16,3DEP 1/3 arc-second
370331002312,W Jesse Gurganus Elementary,24.6,317,Regular School,Elementary,NSLPWOPRO,104,27,131,0,KG,05,0,67,62,71,70,63,51,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28532,9435,(252)444-5150,http://teacherweb.craven.k12.nc.us/WJG/,3703,NC,34.910354,-76.941518,9.45,3DEP 1/3 arc-second
370331002843,Craven Early College High,8.12,181,Regular School,High,NSLPWOPRO,57,9,66,0,09,13,0,0,0,0,0,0,0,0,0,0,49,41,50,41,0,0,0,No,No,NOTVIRTUAL,28562,,(252)637-5706,http://www.cravenearlycollege.net/,3703,NC,35.111602,-77.10232500000001,8.94,3DEP 1/3 arc-second
370331002980,Creekside Elementary,31.32,451,Regular School,Elementary,NSLPWOPRO,76,34,110,0,KG,05,0,87,83,92,92,89,95,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28562,,(252)514-4360,http://creeksideelementaryschool.weebly.com/,3703,NC,35.026998,-77.021608,7.32,3DEP 1/3 arc-second
370331003127,Early College EAST High,10,163,Regular School,High,NSLPWOPRO,25,6,31,0,09,13,0,0,0,0,0,0,0,0,0,0,52,46,30,35,0,0,0,No,No,NOTVIRTUAL,28532,,(252)444-5194,http://www.craven.k12.nc.us/ECE/,3703,NC,34.877565000000004,-76.89962200000001,7.33,3DEP 1/3 arc-second
370345001233,Southwest Elementary,53.49,656,Regular School,Elementary,NSLPWOPRO,345,73,418,0,PK,05,39,167,149,127,119,136,125,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28540,,(910)347-0900,,3703,NC,34.732657,-77.52602,13.6,3DEP 1/3 arc-second
370345001417,Bell Fork Elementary,39,543,Regular School,Elementary,NSLPWOPRO,358,58,416,0,KG,05,0,109,118,107,111,104,103,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28540,6309,(910)347-4459,http://bellfork.nc.oce.schoolinsites.com/,3703,NC,34.753251,-77.392177,7.95,3DEP 1/3 arc-second
370345001418,Blue Creek Elementary,32,379,Regular School,Elementary,NSLPWOPRO,230,50,280,0,KG,05,0,80,94,79,70,66,70,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28540,7909,(910)347-1717,http://bluecreek.nc.oce.schoolinsites.com/,3703,NC,34.752169,-77.477658,8.62,3DEP 1/3 arc-second
370345001419,Clyde Erwin Elementary,30,341,Regular School,Elementary,NSLPWOPRO,263,35,298,0,KG,05,0,80,66,73,72,65,65,0,0,0,0,0,0,0,0,0,0,Yes,No,NOTVIRTUAL,28540,6099,(910)347-1261,http://clydeerwin.nc.oce.schoolinsites.com/,3703,NC,34.755849,-77.412467,5.93,3DEP 1/3 arc-second
370345001421,Dixon High,50,921,Regular School,High,NSLPWOPRO,229,62,291,0,09,12,0,0,0,0,0,0,0,0,0,0,248,243,211,219,0,0,0,No,No,NOTVIRTUAL,28445,7759,(910)347-2958,http://dixon.nc.och.schoolinsites.com/,3703,NC,34.587976000000005,-77.478352,18.73,3DEP 1/3 arc-second
370345001423,Jacksonville High,74,1289,Regular School,High,NSLPWOPRO,441,88,529,0,09,12,0,0,0,0,0,0,0,0,0,0,342,317,343,287,0,0,0,No,No,NOTVIRTUAL,28540,7423,(910)989-2048,http://jhs.ncfreedom.com,3703,NC,34.784374,-77.426952,10.53,3DEP 1/3 arc-second
370345001424,Morton Elementary,41,557,Regular School,Elementary,NSLPWOPRO,299,56,355,0,PK,05,41,111,125,107,106,105,114,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28546,9802,(910)353-0930,http://www.geocities.com/mortonelem,3703,NC,34.769791,-77.309458,7.93,3DEP 1/3 arc-second
370345001425,Northwoods Elementary,32,370,Regular School,Elementary,NSLPWOPRO,241,41,282,0,KG,05,0,85,68,82,74,86,60,0,0,0,0,0,0,0,0,0,0,Yes,No,NOTVIRTUAL,28540,4955,(910)347-2808,,3703,NC,34.772425,-77.427645,5.69,3DEP 1/3 arc-second
370345001426,Northwoods Park Middle,38,628,Regular School,Middle,NSLPWOPRO,236,45,281,0,06,08,0,0,0,0,0,0,0,245,207,176,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28540,3783,(910)347-1202,,3703,NC,34.772206000000004,-77.438456,6.67,3DEP 1/3 arc-second
370345001427,Parkwood Elementary,33,448,Regular School,Elementary,NSLPWOPRO,189,38,227,0,KG,05,0,91,91,95,87,78,97,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28540,3876,(910)347-6711,,3703,NC,34.780085,-77.44053000000001,8.23,3DEP 1/3 arc-second
370345001428,Richlands Elementary,46,859,Regular School,Elementary,NSLPWOPRO,310,75,385,0,03,05,0,0,0,0,295,269,295,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28574,,(910)324-4142,http://www.onslow.k12.nc.us/REweb/,3703,NC,34.899079,-77.540386,16,3DEP 1/3 arc-second
370345001429,Richlands High,57,912,Regular School,High,NSLPWOPRO,247,56,303,0,09,12,0,0,0,0,0,0,0,0,0,0,244,214,236,218,0,0,0,No,No,NOTVIRTUAL,28574,,(910)324-4191,http://www.northcarolina.ihigh.com/richlandswildcats/,3703,NC,34.892124,-77.544213,12.63,3DEP 1/3 arc-second
370345001430,Silverdale Elementary,27.5,371,Regular School,Elementary,NSLPWOPRO,177,32,209,0,KG,05,0,77,70,76,72,69,84,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28555,9621,(910)326-5146,,3703,NC,34.777145000000004,-77.202907,8.69,3DEP 1/3 arc-second
370345001431,Southwest High,48,777,Regular School,High,NSLPWOPRO,281,59,340,0,09,12,0,0,0,0,0,0,0,0,0,0,238,178,182,179,0,0,0,No,No,NOTVIRTUAL,28540,7910,(910)455-4888,,3703,NC,34.749025,-77.482671,8.72,3DEP 1/3 arc-second
370345001432,Summersill Elementary,43.96,498,Regular School,Elementary,NSLPWOPRO,311,55,366,0,PK,05,53,102,108,100,92,100,98,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28540,9807,(910)455-2672,http://members.tripod.com/jhb54/index.htm,3703,NC,34.812828,-77.46691700000001,6.53,3DEP 1/3 arc-second
370345001434,Swansboro High,67,1127,Regular School,High,NSLPWOPRO,282,67,349,0,09,12,0,0,0,0,0,0,0,0,0,0,326,271,289,241,0,0,0,No,No,NOTVIRTUAL,28584,,(910)326-4300,,3703,NC,34.698222,-77.15444000000001,10.63,3DEP 1/3 arc-second
370345001435,Swansboro Middle,48,835,Regular School,Middle,NSLPWOPRO,257,56,313,0,06,08,0,0,0,0,0,0,0,307,285,243,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28584,8462,(910)326-3601,http://www.swansboromiddle.com/,3703,NC,34.704457,-77.152653,9.43,3DEP 1/3 arc-second
370345001436,Swansboro Elementary,37,532,Regular School,Elementary,NSLPWOPRO,136,49,185,0,KG,05,0,103,110,99,119,106,98,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28584,,(910)326-1501,,3703,NC,34.694824000000004,-77.139692,9.01,3DEP 1/3 arc-second
370345001438,Trexler Middle,43,754,Regular School,Middle,NSLPWOPRO,249,62,311,0,06,08,0,0,0,0,0,0,0,254,268,232,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28574,0188,(910)324-4414,http://trexler.nc.ocm.schoolinsites.com/,3703,NC,34.900890000000004,-77.54499,17.64,3DEP 1/3 arc-second
370345001440,White Oak High,58.5,1083,Regular School,High,NSLPWOPRO,331,80,411,0,09,12,0,0,0,0,0,0,0,0,0,0,328,263,268,224,0,0,0,No,No,NOTVIRTUAL,28546,8599,(910)455-1541,http://www.geocities.com/wohsviks/wohsfrm.html,3703,NC,34.76852,-77.34839600000001,10.23,3DEP 1/3 arc-second
370345001931,Jacksonville Commons Elem,46,586,Regular School,Elementary,NSLPWOPRO,381,54,435,0,KG,05,0,107,118,110,120,114,124,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28546,,(910)347-1056,http://www.jceschool.com/,3703,NC,34.795529,-77.391593,15.39,3DEP 1/3 arc-second
370345002270,Dixon Elementary,59.5,776,Regular School,Elementary,NSLPWOPRO,264,58,322,0,PK,04,27,222,197,192,207,180,0,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28445,7502,(910)327-2104,http://dixon.nc.oce.schoolinsites.com/,3703,NC,34.55981,-77.44360400000001,19.68,3DEP 1/3 arc-second
370345002271,Dixon Middle,46,858,Regular School,Middle,NSLPWOPRO,259,69,328,0,05,08,0,0,0,0,0,0,163,279,219,197,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28460,,(910)347-2738,http://dixon.nc.ocm.schoolinsites.com/,3703,NC,34.544360000000005,-77.435941,9.78,3DEP 1/3 arc-second
370345002272,Hunters Creek Middle,44,705,Regular School,Middle,NSLPWOPRO,279,58,337,0,06,08,0,0,0,0,0,0,0,226,240,239,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28546,9802,(910)353-2147,http://www.onslow.k12.nc.us/HCMweb/,3703,NC,34.738977,-77.338434,8.94,3DEP 1/3 arc-second
370345002273,Southwest Middle,35,562,Regular School,Middle,NSLPWOPRO,261,58,319,0,06,08,0,0,0,0,0,0,0,204,190,168,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28540,3370,(910)455-1105,http://www.southwestcolts.com/,3703,NC,34.741001000000004,-77.477804,12.79,3DEP 1/3 arc-second
370345002338,Hunters Creek Elementary,41,521,Regular School,Elementary,NSLPWOPRO,306,53,359,0,PK,05,0,98,109,117,98,105,92,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28546,,(910)353-4443,http://hunterscreek.nc.oce.schoolinsites.com/,3703,NC,34.742202,-77.335132,10.48,3DEP 1/3 arc-second
370345002339,Jacksonville Commons Middle,54,985,Regular School,Middle,NSLPWOPRO,472,77,549,0,06,08,0,0,0,0,0,0,0,339,359,287,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28546,,(910)346-6888,,3703,NC,34.791944,-77.392799,15.37,3DEP 1/3 arc-second
370345002402,New Bridge Middle,31.5,485,Regular School,Middle,NSLPWOPRO,114,41,155,0,06,08,0,0,0,0,0,0,0,168,165,152,0,0,0,0,0,0,0,Yes,No,NOTVIRTUAL,28540,,(910)346-5144,,3703,NC,34.751204,-77.425875,6.92,3DEP 1/3 arc-second
370345002403,Queens Creek Elementary,45.5,523,Regular School,Elementary,NSLPWOPRO,250,56,306,0,PK,05,32,109,122,105,103,95,98,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28584,,(910)326-5115,http://queenscreekelementary.homestead.com/,3703,NC,34.700928000000005,-77.154115,10.44,3DEP 1/3 arc-second
370345002404,Sand Ridge Elementary,38,508,Regular School,Elementary,NSLPWOPRO,207,56,263,0,KG,05,0,109,104,93,118,98,95,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28539,,(910)326-5199,http://www.sand_ridge.homestead.com,3703,NC,34.663541,-77.201291,10.46,3DEP 1/3 arc-second
370345002598,Northside High,63.5,1188,Regular School,High,NSLPWOPRO,434,77,511,0,09,12,0,0,0,0,0,0,0,0,0,0,294,289,308,297,0,0,0,No,No,NOTVIRTUAL,28546,,(910)455-4868,http://www.northsidemonarchs.org/,3703,NC,34.791108,-77.38838700000001,14.41,3DEP 1/3 arc-second
370345002599,Richlands Primary,54,592,Regular School,Elementary,NSLPWOPRO,266,72,338,0,PK,02,0,260,311,281,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28574,,(910)324-3139,http://www.onslow.k12.nc.us/rpweb/index.htm,3703,NC,34.887284,-77.544352,12.23,3DEP 1/3 arc-second
370345002738,Carolina Forest Elementary,55,728,Regular School,Elementary,NSLPWOPRO,230,92,322,0,KG,05,0,162,144,155,141,146,142,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28546,,(910)346-1778,http://carolinaforest.nc.oce.schoolinsites.com/,3703,NC,34.811469,-77.409767,14.4,3DEP 1/3 arc-second
370345003020,Meadow View Elementary,43.5,596,Regular School,Elementary,NSLPWOPRO,305,75,380,0,KG,05,0,107,136,112,116,121,111,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28540,,(910)478-3522,,3703,NC,34.771370000000005,-77.525163,14.68,3DEP 1/3 arc-second
370345003133,Stateside Elementary,46.5,643,Regular School,Elementary,NSLPWOPRO,211,74,285,0,KG,05,0,110,125,126,123,123,146,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28546,,(910)478-3460,http://stateside.nc.oce.schoolinsites.com/,3703,NC,34.85588,-77.48121,14.21,3DEP 1/3 arc-second
370345003425,Onslow Early College,3,54,Regular School,Secondary,NSLPWOPRO,10,5,15,0,09,09,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,No,No,NOTVIRTUAL,28546,,(910)938-6702,,3703,NC,34.772400000000005,-77.384001,12.95,3DEP 1/3 arc-second
370351001449,Fred A Anderson Elementary,19.63,281,Regular School,Elementary,NSLPWOPRO,278,0,278,0,03,05,0,0,0,0,86,115,80,0,0,0,0,0,0,0,0,0,0,No,No,NOTVIRTUAL,28515,,(252)745-4611,http://faa.pamlicoschools.org/,3703,NC,35.139678,-76.779208,3.4,3DEP 1/3 arc-second
370351001450,Pamlico County High,37.11,426,Regular School,High,NSLPWOPRO,147,23,170,0,09,12,0,0,0,0,0,0,0,0,0,0,119,107,100,100,0,0,0,No,No,NOTVIRTUAL,28515,,(252)745-3151,http://pchs.pamlicoschools.org/,3703,NC,35.142568000000004,-76.779219,3.28,3DEP 1/3 arc-second
